JOB_POSTING_NAME,INTERVIEW_NAME,CANDIDATE_ID,INTERVIEWER_ID,SCORE,CREATEDAT_MS
Software Engineer – Intern,Onsite Coding Question #2,26c6f5e8-3564-4f55-9e42-25ac3951e21e,df5de17b-fd9f-45ac-8db2-7bd61d06feec,2 - No Hire,2019-01-08 18:23:51.720
Software Engineer – Intern,Onsite Coding Question #1,26c6f5e8-3564-4f55-9e42-25ac3951e21e,0f8f8d59-8a64-428f-b6a7-fdffe149aa32,2 - No Hire,2019-01-08 17:08:34.156
Software Engineer – Intern,Phone Screen #2,26c6f5e8-3564-4f55-9e42-25ac3951e21e,955a4c54-e7a9-45c1-8e06-6de24a6ed5bc,4 - Strong Hire,2018-12-21 00:14:02.974
Software Engineer – Intern,Phone Screen #1,26c6f5e8-3564-4f55-9e42-25ac3951e21e,cd598598-e2bb-4e0e-93a3-169bae2dd824,3 - Hire,2018-12-07 15:21:03.030
Software Engineer – Intern,Phone Screen #1,26c6f5e8-3564-4f55-9e42-25ac3951e21e,52209d66-bf7f-4cca-9c6b-2c633948bf35,3 - Hire,2018-12-04 18:06:34.235
Software Engineer – Intern,Recruiter Phone Screen,26c6f5e8-3564-4f55-9e42-25ac3951e21e,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-11-27 19:00:53.272
Software Engineer – Intern,Onsite Coding Question #2,89269864-184b-41a2-b05b-2ee7ec60a2df,0e5bd2a1-323e-415f-b336-cde838ccadcb,3 - Hire,2018-12-19 20:50:57.691
Software Engineer – Intern,Onsite Value Fit Question - A,89269864-184b-41a2-b05b-2ee7ec60a2df,5983bf10-f2c8-4aad-b615-6c4c30201072,2 - No Hire,2018-12-19 19:48:38.405
Software Engineer – Intern,Onsite Coding Question #1,89269864-184b-41a2-b05b-2ee7ec60a2df,4a1937ff-da77-42a0-af48-bc20834a6288,3 - Hire,2018-12-19 17:41:06.173
Software Engineer – Intern,Onsite Value Fit Question - D,89269864-184b-41a2-b05b-2ee7ec60a2df,1dedfff4-60c6-4262-93d2-693db5ad64dd,2 - No Hire,2018-12-19 17:36:04.688
Software Engineer – Intern,Phone Screen #2,89269864-184b-41a2-b05b-2ee7ec60a2df,cd598598-e2bb-4e0e-93a3-169bae2dd824,4 - Strong Hire,2018-11-09 00:03:12.027
Software Engineer – Intern,Phone Screen #2,89269864-184b-41a2-b05b-2ee7ec60a2df,ff633951-6cee-4923-8ba0-87431471b328,4 - Strong Hire,2018-11-09 00:02:46.375
Software Engineer – Intern,Phone Screen #1,89269864-184b-41a2-b05b-2ee7ec60a2df,fea3236e-92eb-4bb9-87a5-81af670fd86a,4 - Strong Hire,2018-10-31 22:12:35.428
Software Engineer – Intern,Phone Screen #1,89269864-184b-41a2-b05b-2ee7ec60a2df,52209d66-bf7f-4cca-9c6b-2c633948bf35,4 - Strong Hire,2018-10-30 23:31:40.779
Software Engineer – Intern,Onsite Coding Question #1,82c843a4-de07-42c7-826c-10345ee097c8,fea3236e-92eb-4bb9-87a5-81af670fd86a,4 - Strong Hire,2018-12-04 17:51:51.947
Software Engineer – Intern,Onsite Coding Question #2,82c843a4-de07-42c7-826c-10345ee097c8,0e5bd2a1-323e-415f-b336-cde838ccadcb,2 - No Hire,2018-12-04 00:28:38.348
Software Engineer – Intern,Onsite Value Fit Question - A,82c843a4-de07-42c7-826c-10345ee097c8,5983bf10-f2c8-4aad-b615-6c4c30201072,3 - Hire,2018-12-03 22:05:25.758
Software Engineer – Intern,Onsite Value Fit Question - C,82c843a4-de07-42c7-826c-10345ee097c8,e2163b5a-b9bc-49f4-92c2-afec04f5ae09,3 - Hire,2018-12-03 20:34:28.518
Software Engineer – Intern,Onsite Coding Question #1,82c843a4-de07-42c7-826c-10345ee097c8,4a1937ff-da77-42a0-af48-bc20834a6288,4 - Strong Hire,2018-12-03 18:12:30.647
Software Engineer – Intern,Onsite Value Fit Question - A,82c843a4-de07-42c7-826c-10345ee097c8,5983bf10-f2c8-4aad-b615-6c4c30201072,3 - Hire,2018-11-06 21:18:42.193
Software Engineer – Intern,Phone Screen #2,82c843a4-de07-42c7-826c-10345ee097c8,214a9342-7395-455d-a4c0-66ae5741f5e9,4 - Strong Hire,2018-11-05 23:07:40.950
Software Engineer – Intern,Phone Screen #1,82c843a4-de07-42c7-826c-10345ee097c8,fff01408-4976-447f-aeea-c3f9a8b6081c,4 - Strong Hire,2018-11-01 19:01:27.295
Software Engineer – Intern,Phone Screen #1,82c843a4-de07-42c7-826c-10345ee097c8,2c3b16db-568d-485b-af19-869ec3864d3d,3 - Hire,2018-10-31 22:06:29.986
Software Engineer – Intern,Recruiter Phone Screen,82c843a4-de07-42c7-826c-10345ee097c8,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-10-24 22:58:29.505
Software Engineer – Intern,Phone Screen #2,ff20d7a0-d40a-4585-a0e3-7bb070105f78,fff01408-4976-447f-aeea-c3f9a8b6081c,2 - No Hire,2018-12-04 20:15:43.597
Software Engineer – Intern,Onsite Coding Question #2,ff20d7a0-d40a-4585-a0e3-7bb070105f78,522b9494-0bc1-4f68-8123-f63a9af90a26,2 - No Hire,2018-11-28 22:22:28.152
Software Engineer – Intern,Onsite Value Fit Question - A,ff20d7a0-d40a-4585-a0e3-7bb070105f78,5983bf10-f2c8-4aad-b615-6c4c30201072,2 - No Hire,2018-11-28 21:47:12.277
Software Engineer – Intern,Onsite Value Fit Question - D,ff20d7a0-d40a-4585-a0e3-7bb070105f78,1dedfff4-60c6-4262-93d2-693db5ad64dd,3 - Hire,2018-11-28 20:39:09.310
Software Engineer – Intern,Onsite Coding Question #1,ff20d7a0-d40a-4585-a0e3-7bb070105f78,e0f3e92c-39e2-4839-af33-b37cd10a84bc,4 - Strong Hire,2018-11-28 20:22:33.056
Software Engineer – Intern,Onsite Coding Question #1,ff20d7a0-d40a-4585-a0e3-7bb070105f78,2a1eafce-83dc-42d4-b423-096120f12dfb,4 - Strong Hire,2018-11-28 18:34:46.738
Software Engineer – Intern,Phone Screen #2,ff20d7a0-d40a-4585-a0e3-7bb070105f78,13a65a65-a780-46c8-a9f3-b8b064bb6132,3 - Hire,2018-11-05 22:02:51.177
Software Engineer – Intern,Phone Screen #1,ff20d7a0-d40a-4585-a0e3-7bb070105f78,54449cec-90c9-4ca8-ab07-658ad17f53b9,4 - Strong Hire,2018-10-30 23:05:39.616
Software Engineer – Intern,Recruiter Phone Screen,ff20d7a0-d40a-4585-a0e3-7bb070105f78,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-10-12 16:48:05.779
Software Engineer – Intern,Onsite Coding Question #2,0f292226-2772-4702-bf21-73174cc9f5d5,c72f0175-3100-4410-a786-2760341aa0e5,2 - No Hire,2018-11-20 01:08:22.197
Software Engineer – Intern,Onsite Coding Question #2,0f292226-2772-4702-bf21-73174cc9f5d5,df5de17b-fd9f-45ac-8db2-7bd61d06feec,2 - No Hire,2018-11-20 00:44:22.930
Software Engineer – Intern,Onsite Value Fit Question - B,0f292226-2772-4702-bf21-73174cc9f5d5,1856f66f-938e-4ad2-85a9-0e60d97935e7,3 - Hire,2018-11-19 22:58:38.153
Software Engineer – Intern,Onsite Value Fit Question - A,0f292226-2772-4702-bf21-73174cc9f5d5,5983bf10-f2c8-4aad-b615-6c4c30201072,2 - No Hire,2018-11-19 22:48:57.432
Software Engineer – Intern,Onsite Coding Question #1,0f292226-2772-4702-bf21-73174cc9f5d5,2c3b16db-568d-485b-af19-869ec3864d3d,2 - No Hire,2018-11-19 21:52:55.543
Software Engineer – Intern,Onsite Coding Question #1,0f292226-2772-4702-bf21-73174cc9f5d5,214a9342-7395-455d-a4c0-66ae5741f5e9,2 - No Hire,2018-11-19 21:05:19.084
Software Engineer – Intern,Phone Screen #2,0f292226-2772-4702-bf21-73174cc9f5d5,4a1937ff-da77-42a0-af48-bc20834a6288,3 - Hire,2018-10-31 22:08:18.227
Software Engineer – Intern,Phone Screen #1,0f292226-2772-4702-bf21-73174cc9f5d5,5a616cfd-b027-4313-972d-ac514544e7b7,3 - Hire,2018-10-19 20:06:48.907
Software Engineer – Intern,Onsite Coding Question #2,428c1c00-17be-42cb-835f-b5b7035dddf8,c72f0175-3100-4410-a786-2760341aa0e5,2 - No Hire,2018-11-19 18:03:55.876
Software Engineer – Intern,Onsite Value Fit Question - B,428c1c00-17be-42cb-835f-b5b7035dddf8,1856f66f-938e-4ad2-85a9-0e60d97935e7,2 - No Hire,2018-11-17 18:40:25.084
Software Engineer – Intern,Onsite Coding Question #1,428c1c00-17be-42cb-835f-b5b7035dddf8,af2dc6f4-3ac9-45db-b6e6-eaf774240268,2 - No Hire,2018-11-16 22:40:06.490
Software Engineer – Intern,Onsite Value Fit Question - A,428c1c00-17be-42cb-835f-b5b7035dddf8,5983bf10-f2c8-4aad-b615-6c4c30201072,2 - No Hire,2018-11-16 21:53:30.096
Software Engineer – Intern,Onsite Coding Question #1,428c1c00-17be-42cb-835f-b5b7035dddf8,4a1937ff-da77-42a0-af48-bc20834a6288,2 - No Hire,2018-11-16 21:09:38.902
Software Engineer – Intern,Phone Screen #2,428c1c00-17be-42cb-835f-b5b7035dddf8,214a9342-7395-455d-a4c0-66ae5741f5e9,3 - Hire,2018-10-26 18:43:22.609
Software Engineer – Intern,Phone Screen #2,428c1c00-17be-42cb-835f-b5b7035dddf8,955a4c54-e7a9-45c1-8e06-6de24a6ed5bc,3 - Hire,2018-10-26 18:34:18.533
Software Engineer – Intern,Phone Screen #1,428c1c00-17be-42cb-835f-b5b7035dddf8,5a616cfd-b027-4313-972d-ac514544e7b7,3 - Hire,2018-10-19 18:18:37.153
Software Engineer – New Grad,Onsite Value Fit Question - B,45c799bf-6b87-4d9e-91f0-7e076061e6ba,1856f66f-938e-4ad2-85a9-0e60d97935e7,2 - No Hire,2018-11-14 00:06:58.262
Software Engineer – New Grad,Onsite Coding Question #2,45c799bf-6b87-4d9e-91f0-7e076061e6ba,c72f0175-3100-4410-a786-2760341aa0e5,3 - Hire,2018-11-13 21:18:06.437
Software Engineer – New Grad,Onsite Coding Question #1,45c799bf-6b87-4d9e-91f0-7e076061e6ba,e0f3e92c-39e2-4839-af33-b37cd10a84bc,3 - Hire,2018-11-13 21:00:30.035
Software Engineer – New Grad,Onsite Value Fit Question - C,45c799bf-6b87-4d9e-91f0-7e076061e6ba,e2163b5a-b9bc-49f4-92c2-afec04f5ae09,4 - Strong Hire,2018-11-13 19:34:41.855
Software Engineer – New Grad,Onsite Coding Question #2,45c799bf-6b87-4d9e-91f0-7e076061e6ba,df5de17b-fd9f-45ac-8db2-7bd61d06feec,3 - Hire,2018-11-13 19:08:41.126
Software Engineer – New Grad,Phone Screen #2,45c799bf-6b87-4d9e-91f0-7e076061e6ba,52209d66-bf7f-4cca-9c6b-2c633948bf35,3 - Hire,2018-10-01 23:36:13.514
Software Engineer – New Grad,Phone Screen #1,45c799bf-6b87-4d9e-91f0-7e076061e6ba,bb231d23-2581-4f82-8508-773cbb6da11b,3 - Hire,2018-09-24 22:39:41.176
Software Engineer – New Grad,Phone Screen #1,45c799bf-6b87-4d9e-91f0-7e076061e6ba,1dedfff4-60c6-4262-93d2-693db5ad64dd,3 - Hire,2018-09-24 22:11:31.829
Software Engineer – New Grad,Recruiter Phone Screen,45c799bf-6b87-4d9e-91f0-7e076061e6ba,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-09-18 17:30:27.953
Software Engineer – Intern,Onsite Coding Question #2,824d259a-bcea-4ced-9247-be94b5d69fac,c72f0175-3100-4410-a786-2760341aa0e5,4 - Strong Hire,2018-11-06 21:39:12.622
Software Engineer – Intern,Onsite Value Fit Question - B,824d259a-bcea-4ced-9247-be94b5d69fac,1856f66f-938e-4ad2-85a9-0e60d97935e7,1 - Strong No Hire,2018-11-05 22:28:19.174
Software Engineer – Intern,Onsite Value Fit Question - A,824d259a-bcea-4ced-9247-be94b5d69fac,5983bf10-f2c8-4aad-b615-6c4c30201072,3 - Hire,2018-11-05 20:10:56.445
Software Engineer – Intern,Onsite Coding Question #1,824d259a-bcea-4ced-9247-be94b5d69fac,e0f3e92c-39e2-4839-af33-b37cd10a84bc,3 - Hire,2018-11-05 19:47:17.003
Software Engineer – Intern,Phone Screen #2,824d259a-bcea-4ced-9247-be94b5d69fac,0e5bd2a1-323e-415f-b336-cde838ccadcb,4 - Strong Hire,2018-10-01 21:21:56.675
Software Engineer – Intern,Phone Screen #2,824d259a-bcea-4ced-9247-be94b5d69fac,fff01408-4976-447f-aeea-c3f9a8b6081c,4 - Strong Hire,2018-10-01 21:16:25.491
Software Engineer – Intern,Phone Screen #1,824d259a-bcea-4ced-9247-be94b5d69fac,df5de17b-fd9f-45ac-8db2-7bd61d06feec,4 - Strong Hire,2018-09-22 18:52:18.811
Software Engineer – New Grad,Phone Screen #2,57b1afc5-7d5b-44db-9271-eec97dac7b49,4a1937ff-da77-42a0-af48-bc20834a6288,4 - Strong Hire,2018-10-17 00:07:40.338
Software Engineer – New Grad,Phone Screen #1,57b1afc5-7d5b-44db-9271-eec97dac7b49,5983bf10-f2c8-4aad-b615-6c4c30201072,3 - Hire,2018-09-22 16:59:16.533
Software Engineer – New Grad,Onsite Value Fit Question - B,c28edf10-acbe-4002-a87d-9bedb8f17e6d,1856f66f-938e-4ad2-85a9-0e60d97935e7,3 - Hire,2018-11-01 23:08:02.721
Software Engineer – New Grad,Onsite Coding Question #1,c28edf10-acbe-4002-a87d-9bedb8f17e6d,52209d66-bf7f-4cca-9c6b-2c633948bf35,4 - Strong Hire,2018-10-31 19:13:14.577
Software Engineer – New Grad,Onsite Coding Question #1,c28edf10-acbe-4002-a87d-9bedb8f17e6d,955a4c54-e7a9-45c1-8e06-6de24a6ed5bc,4 - Strong Hire,2018-10-31 17:39:49.580
Software Engineer – New Grad,Onsite Coding Question #2,c28edf10-acbe-4002-a87d-9bedb8f17e6d,0e5bd2a1-323e-415f-b336-cde838ccadcb,2 - No Hire,2018-10-31 17:24:56.408
Software Engineer – New Grad,Onsite Value Fit Question - C,c28edf10-acbe-4002-a87d-9bedb8f17e6d,e2163b5a-b9bc-49f4-92c2-afec04f5ae09,3 - Hire,2018-10-31 17:06:33.692
Software Engineer – New Grad,Onsite Coding Question #2,c28edf10-acbe-4002-a87d-9bedb8f17e6d,5983bf10-f2c8-4aad-b615-6c4c30201072,2 - No Hire,2018-10-31 16:10:36.263
Software Engineer – New Grad,Phone Screen #2,c28edf10-acbe-4002-a87d-9bedb8f17e6d,13a65a65-a780-46c8-a9f3-b8b064bb6132,3 - Hire,2018-10-03 23:31:39.993
Software Engineer – New Grad,Phone Screen #2,c28edf10-acbe-4002-a87d-9bedb8f17e6d,2c3b16db-568d-485b-af19-869ec3864d3d,3 - Hire,2018-10-03 21:14:43.870
Software Engineer – New Grad,Phone Screen #1,c28edf10-acbe-4002-a87d-9bedb8f17e6d,ad76ac92-cc68-40fa-8c74-509305f4a028,4 - Strong Hire,2018-09-24 17:43:19.227
Software Engineer – New Grad,Phone Screen #1,c28edf10-acbe-4002-a87d-9bedb8f17e6d,2a1eafce-83dc-42d4-b423-096120f12dfb,4 - Strong Hire,2018-09-19 21:03:53.257
Software Engineer – New Grad,Recruiter Phone Screen,c28edf10-acbe-4002-a87d-9bedb8f17e6d,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-08-30 19:03:52.921
Software Engineer – New Grad,Phone Screen #2,3c0ed188-43ee-4b69-b4b1-5ab7ed878e42,214a9342-7395-455d-a4c0-66ae5741f5e9,4 - Strong Hire,2018-10-24 21:04:37.048
Software Engineer – New Grad,Phone Screen #1,3c0ed188-43ee-4b69-b4b1-5ab7ed878e42,2a1eafce-83dc-42d4-b423-096120f12dfb,3 - Hire,2018-10-15 23:07:20.651
Software Engineer – New Grad,Onsite Coding Question #1,a405a1c8-e9ef-4e14-8802-e4188868ce6b,ad76ac92-cc68-40fa-8c74-509305f4a028,3 - Hire,2018-10-24 20:40:58.664
Software Engineer – New Grad,Onsite Coding Question #2,a405a1c8-e9ef-4e14-8802-e4188868ce6b,522b9494-0bc1-4f68-8123-f63a9af90a26,2 - No Hire,2018-10-24 16:01:17.670
Software Engineer – New Grad,Onsite Value Fit Question - D,a405a1c8-e9ef-4e14-8802-e4188868ce6b,1dedfff4-60c6-4262-93d2-693db5ad64dd,3 - Hire,2018-10-23 22:12:21.212
Software Engineer – New Grad,Onsite Coding Question #2,a405a1c8-e9ef-4e14-8802-e4188868ce6b,0e5bd2a1-323e-415f-b336-cde838ccadcb,2 - No Hire,2018-10-23 20:27:25.225
Software Engineer – New Grad,Phone Screen #2,a405a1c8-e9ef-4e14-8802-e4188868ce6b,52209d66-bf7f-4cca-9c6b-2c633948bf35,3 - Hire,2018-09-25 22:47:50.090
Software Engineer – New Grad,Phone Screen #2,a405a1c8-e9ef-4e14-8802-e4188868ce6b,4a1937ff-da77-42a0-af48-bc20834a6288,3 - Hire,2018-09-25 22:43:05.546
Software Engineer – New Grad,Phone Screen #1,a405a1c8-e9ef-4e14-8802-e4188868ce6b,e0f3e92c-39e2-4839-af33-b37cd10a84bc,3 - Hire,2018-09-18 23:43:59.992
Software Engineer – New Grad,Recruiter Phone Screen,a405a1c8-e9ef-4e14-8802-e4188868ce6b,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-08-14 00:37:26.078
Software Engineer – New Grad,Phone Screen #2,a3b4e5bb-eb43-4047-9f22-d9522ae8d87d,52209d66-bf7f-4cca-9c6b-2c633948bf35,3 - Hire,2018-09-26 21:19:10.383
Software Engineer – New Grad,Recruiter Phone Screen,a3b4e5bb-eb43-4047-9f22-d9522ae8d87d,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-09-12 22:51:35.454
Software Engineer – Intern,Onsite Coding Question #2,127a2033-99c0-4be7-a107-808766d08944,522b9494-0bc1-4f68-8123-f63a9af90a26,2 - No Hire,2018-10-22 14:01:50.737
Software Engineer – Intern,Onsite Coding Question #2,127a2033-99c0-4be7-a107-808766d08944,c72f0175-3100-4410-a786-2760341aa0e5,2 - No Hire,2018-10-19 22:58:02.333
Software Engineer – Intern,Onsite Value Fit Question - C,127a2033-99c0-4be7-a107-808766d08944,e2163b5a-b9bc-49f4-92c2-afec04f5ae09,2 - No Hire,2018-10-19 21:50:42.076
Software Engineer – Intern,Onsite Value Fit Question - A,127a2033-99c0-4be7-a107-808766d08944,5983bf10-f2c8-4aad-b615-6c4c30201072,2 - No Hire,2018-10-19 19:37:50.331
Software Engineer – Intern,Onsite Coding Question #1,127a2033-99c0-4be7-a107-808766d08944,4a1937ff-da77-42a0-af48-bc20834a6288,3 - Hire,2018-10-19 18:11:23.088
Software Engineer – Intern,Phone Screen #2,127a2033-99c0-4be7-a107-808766d08944,df5de17b-fd9f-45ac-8db2-7bd61d06feec,3 - Hire,2018-10-02 23:03:38.543
Software Engineer – Intern,Phone Screen #2,127a2033-99c0-4be7-a107-808766d08944,9454d685-92d1-4c1d-929f-69f2adb65796,3 - Hire,2018-10-02 22:23:17.267
Software Engineer – Intern,Phone Screen #1,127a2033-99c0-4be7-a107-808766d08944,955a4c54-e7a9-45c1-8e06-6de24a6ed5bc,4 - Strong Hire,2018-09-25 21:38:20.415
Software Engineer – Intern,Recruiter Phone Screen,127a2033-99c0-4be7-a107-808766d08944,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-08-31 21:32:48.277
Software Engineer – Intern,Onsite Value Fit Question - B,4013287b-5ed2-4faf-aa2a-b806ad0c9138,1856f66f-938e-4ad2-85a9-0e60d97935e7,3 - Hire,2018-10-23 02:39:45.334
Software Engineer – Intern,Onsite Coding Question #2,4013287b-5ed2-4faf-aa2a-b806ad0c9138,0e5bd2a1-323e-415f-b336-cde838ccadcb,3 - Hire,2018-10-22 22:19:32.259
Software Engineer – Intern,Onsite Value Fit Question - A,4013287b-5ed2-4faf-aa2a-b806ad0c9138,5983bf10-f2c8-4aad-b615-6c4c30201072,3 - Hire,2018-10-22 20:02:55.876
Software Engineer – Intern,Onsite Coding Question #1,4013287b-5ed2-4faf-aa2a-b806ad0c9138,e2163b5a-b9bc-49f4-92c2-afec04f5ae09,2 - No Hire,2018-10-22 16:36:32.256
Software Engineer – Intern,Phone Screen #2,4013287b-5ed2-4faf-aa2a-b806ad0c9138,bb231d23-2581-4f82-8508-773cbb6da11b,4 - Strong Hire,2018-10-15 21:53:48.944
Software Engineer – Intern,Phone Screen #1,4013287b-5ed2-4faf-aa2a-b806ad0c9138,2a1eafce-83dc-42d4-b423-096120f12dfb,4 - Strong Hire,2018-10-02 21:35:48.756
Software Engineer – Intern,Phone Screen #2,19f9f00b-1cd2-4863-8ccb-838e6317d83a,5a616cfd-b027-4313-972d-ac514544e7b7,3 - Hire,2018-10-03 22:05:45.649
Software Engineer – Intern,Phone Screen #1,19f9f00b-1cd2-4863-8ccb-838e6317d83a,cfa46f0f-55fb-4ef0-846b-4be64b68e594,4 - Strong Hire,2018-09-27 23:57:05.844
Software Engineer – Intern,Phone Screen #1,19f9f00b-1cd2-4863-8ccb-838e6317d83a,0e5bd2a1-323e-415f-b336-cde838ccadcb,4 - Strong Hire,2018-09-27 23:12:24.565
Software Engineer – Intern,Recruiter Phone Screen,19f9f00b-1cd2-4863-8ccb-838e6317d83a,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-09-13 20:00:20.494
Software Engineer – Intern,Phone Screen #2,77b45c5b-1698-43e1-8925-4ac2e6c81895,54449cec-90c9-4ca8-ab07-658ad17f53b9,3 - Hire,2018-10-03 22:30:32.734
Software Engineer – Intern,Phone Screen #2,77b45c5b-1698-43e1-8925-4ac2e6c81895,fea3236e-92eb-4bb9-87a5-81af670fd86a,3 - Hire,2018-10-03 17:25:20.671
Software Engineer – Intern,Phone Screen #1,77b45c5b-1698-43e1-8925-4ac2e6c81895,df5de17b-fd9f-45ac-8db2-7bd61d06feec,4 - Strong Hire,2018-09-21 22:26:17.971
Software Engineer – Intern,Phone Screen #1,77b45c5b-1698-43e1-8925-4ac2e6c81895,df5de17b-fd9f-45ac-8db2-7bd61d06feec,4 - Strong Hire,2018-09-20 17:47:37.111
Software Engineer – Intern,Phone Screen #1,77b45c5b-1698-43e1-8925-4ac2e6c81895,df5de17b-fd9f-45ac-8db2-7bd61d06feec,4 - Strong Hire,2018-09-20 17:39:29.033
Software Engineer – Intern,Phone Screen #1,77b45c5b-1698-43e1-8925-4ac2e6c81895,5983bf10-f2c8-4aad-b615-6c4c30201072,4 - Strong Hire,2018-09-20 16:37:19.864
Software Engineer – Intern,Phone Screen #2,e62118a9-69ab-4496-a50a-197df16521a5,bb231d23-2581-4f82-8508-773cbb6da11b,4 - Strong Hire,2018-10-09 18:53:16.740
Software Engineer – Intern,Phone Screen #1,e62118a9-69ab-4496-a50a-197df16521a5,af2dc6f4-3ac9-45db-b6e6-eaf774240268,4 - Strong Hire,2018-10-01 17:11:54.309
Software Engineer – New Grad,Onsite Value Fit Question - D,8de5bb29-86b0-4153-ae46-0f55f070b0cd,1dedfff4-60c6-4262-93d2-693db5ad64dd,3 - Hire,2018-10-15 20:41:33.408
Software Engineer – New Grad,Onsite Coding Question #2,8de5bb29-86b0-4153-ae46-0f55f070b0cd,c72f0175-3100-4410-a786-2760341aa0e5,3 - Hire,2018-10-15 20:14:59.306
Software Engineer – New Grad,Onsite Value Fit Question - B,8de5bb29-86b0-4153-ae46-0f55f070b0cd,1856f66f-938e-4ad2-85a9-0e60d97935e7,3 - Hire,2018-10-15 17:43:49.305
Software Engineer – New Grad,Phone Screen #2,8de5bb29-86b0-4153-ae46-0f55f070b0cd,e2163b5a-b9bc-49f4-92c2-afec04f5ae09,4 - Strong Hire,2018-10-04 16:04:20.877
Software Engineer – New Grad,Phone Screen #1,8de5bb29-86b0-4153-ae46-0f55f070b0cd,52209d66-bf7f-4cca-9c6b-2c633948bf35,4 - Strong Hire,2018-10-03 22:19:14.732
Software Engineer – New Grad,Recruiter Phone Screen,8de5bb29-86b0-4153-ae46-0f55f070b0cd,b647ea2e-94f8-4789-b301-f9deb7643fae,3 - Hire,2018-10-02 21:36:25.799
Software Engineer – New Grad,Onsite Coding Question #1,56932a92-e3bf-4542-8736-5b584b576b88,e0f3e92c-39e2-4839-af33-b37cd10a84bc,1 - Strong No Hire,2018-10-15 21:37:05.598
Software Engineer – New Grad,Onsite Coding Question #2,56932a92-e3bf-4542-8736-5b584b576b88,0e5bd2a1-323e-415f-b336-cde838ccadcb,2 - No Hire,2018-10-15 20:47:20.569
Software Engineer – New Grad,Onsite Coding Question #2,56932a92-e3bf-4542-8736-5b584b576b88,df5de17b-fd9f-45ac-8db2-7bd61d06feec,2 - No Hire,2018-10-15 19:10:43.711
Software Engineer – New Grad,Onsite Value Fit Question - D,56932a92-e3bf-4542-8736-5b584b576b88,1dedfff4-60c6-4262-93d2-693db5ad64dd,3 - Hire,2018-10-15 18:08:46.936
Software Engineer – New Grad,Onsite Value Fit Question - B,56932a92-e3bf-4542-8736-5b584b576b88,1856f66f-938e-4ad2-85a9-0e60d97935e7,3 - Hire,2018-10-15 17:04:03.360
Software Engineer – New Grad,Phone Screen #2,56932a92-e3bf-4542-8736-5b584b576b88,52209d66-bf7f-4cca-9c6b-2c633948bf35,3 - Hire,2018-10-04 19:34:35.138
Software Engineer – New Grad,Phone Screen #1,56932a92-e3bf-4542-8736-5b584b576b88,e2163b5a-b9bc-49f4-92c2-afec04f5ae09,3 - Hire,2018-10-03 21:33:39.383
Software Engineer – New Grad,Phone Screen #1,98e63bd6-8532-4f0b-9795-16d8bb5fc443,ad76ac92-cc68-40fa-8c74-509305f4a028,4 - Strong Hire,2018-09-27 16:38:16.682
Software Engineer – Intern,Onsite Value Fit Question - A,a6ca6782-0306-42c4-b43e-8a1ffa310c51,5983bf10-f2c8-4aad-b615-6c4c30201072,2 - No Hire,2018-10-05 20:42:30.196
Software Engineer – Intern,Onsite Value Fit Question - B,a6ca6782-0306-42c4-b43e-8a1ffa310c51,1856f66f-938e-4ad2-85a9-0e60d97935e7,3 - Hire,2018-10-05 19:07:14.897
Software Engineer – Intern,Onsite Coding Question #1,a6ca6782-0306-42c4-b43e-8a1ffa310c51,52209d66-bf7f-4cca-9c6b-2c633948bf35,3 - Hire,2018-10-05 19:04:44.001
Software Engineer – Intern,Onsite Coding Question #2,a6ca6782-0306-42c4-b43e-8a1ffa310c51,0e5bd2a1-323e-415f-b336-cde838ccadcb,3 - Hire,2018-10-05 17:53:14.928
Software Engineer – Intern,Onsite Coding Question #2,a6ca6782-0306-42c4-b43e-8a1ffa310c51,c72f0175-3100-4410-a786-2760341aa0e5,3 - Hire,2018-10-05 17:22:28.149
Software Engineer – Intern,Phone Screen #2,a6ca6782-0306-42c4-b43e-8a1ffa310c51,522b9494-0bc1-4f68-8123-f63a9af90a26,3 - Hire,2018-09-20 14:54:12.720
Software Engineer – Intern,Phone Screen #2,a6ca6782-0306-42c4-b43e-8a1ffa310c51,bb231d23-2581-4f82-8508-773cbb6da11b,3 - Hire,2018-09-18 18:02:44.984
Software Engineer – Intern,Phone Screen #1,a6ca6782-0306-42c4-b43e-8a1ffa310c51,4a1937ff-da77-42a0-af48-bc20834a6288,3 - Hire,2018-09-10 23:58:33.648
Software Engineer – New Grad,Phone Screen #2,8e2f5607-8cb1-4754-bef1-2ac78871c56d,52209d66-bf7f-4cca-9c6b-2c633948bf35,3 - Hire,2018-09-12 19:46:16.915
Software Engineer – New Grad,Phone Screen #1,8e2f5607-8cb1-4754-bef1-2ac78871c56d,214a9342-7395-455d-a4c0-66ae5741f5e9,3 - Hire,2018-09-11 19:55:43.696
